,scenario_id,var_vector,vector_type,alpha,proportion_action2_base,proportion_action2_var,CPS
292,G_104,Consequentialist,unweighted,4.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
293,H_088,Consequentialist,unweighted,4.0,0.2333333333333333,0.20000000000000004,-0.03333333333333327
294,G_592,Consequentialist,unweighted,4.0,0.8166666666666668,0.7666666666666666,-0.050000000000000155
295,H_087,Consequentialist,unweighted,4.0,0.65,0.7666666666666666,0.11666666666666659
296,G_114,Consequentialist,unweighted,4.0,0.4833333333333334,0.7333333333333333,0.2499999999999999
297,G_240,Consequentialist,unweighted,4.0,0.5254385964912281,0.5666666666666667,0.0412280701754385
298,G_275,Consequentialist,unweighted,4.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
299,H_093,Consequentialist,unweighted,4.0,0.36666666666666664,0.38333333333333336,0.01666666666666672
300,H_023,Consequentialist,unweighted,4.0,0.03333333333333333,0.35000000000000003,0.3166666666666667
301,G_227,Consequentialist,unweighted,4.0,0.8166666666666668,0.85,0.033333333333333215
302,H_084,Consequentialist,unweighted,4.0,0.9500000000000001,0.9500000000000001,0.0
303,G_109,Consequentialist,unweighted,4.0,0.3,0.5359649122807018,0.23596491228070177
304,G_438,Consequentialist,unweighted,4.0,0.0,0.08333333333333333,0.08333333333333333
305,G_401,Consequentialist,unweighted,4.0,0.75,0.7333333333333334,-0.016666666666666607
306,G_482,Consequentialist,unweighted,4.0,0.2333333333333333,0.48333333333333334,0.25
307,G_163,Consequentialist,unweighted,4.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
308,G_009,Consequentialist,unweighted,4.0,0.85,0.7999999999999999,-0.050000000000000044
309,G_312,Consequentialist,unweighted,4.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
310,G_044,Consequentialist,unweighted,4.0,0.4000000000000001,0.45,0.04999999999999993
311,H_027,Consequentialist,unweighted,4.0,0.65,0.7999999999999999,0.1499999999999999
312,G_195,Consequentialist,unweighted,4.0,0.21666666666666665,0.36666666666666664,0.15
313,G_347,Consequentialist,unweighted,4.0,0.6666666666666666,0.6833333333333332,0.016666666666666607
314,G_149,Consequentialist,unweighted,4.0,0.7333333333333334,0.8000000000000002,0.06666666666666676
315,G_179,Consequentialist,unweighted,4.0,0.11666666666666665,0.016666666666666666,-0.09999999999999999
316,G_255,Consequentialist,unweighted,4.0,0.5499999999999999,0.5333333333333333,-0.016666666666666607
317,G_113,Consequentialist,unweighted,4.0,0.75,0.7666666666666667,0.01666666666666672
318,G_458,Consequentialist,unweighted,4.0,0.0,0.0,0.0
319,H_002,Consequentialist,unweighted,4.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
320,G_199,Consequentialist,unweighted,5.0,0.9333333333333332,0.7666666666666666,-0.16666666666666663
321,G_269,Consequentialist,unweighted,5.0,0.20000000000000004,0.3,0.09999999999999995
322,G_523,Consequentialist,unweighted,5.0,0.9,0.8666666666666667,-0.033333333333333326
323,G_123,Consequentialist,unweighted,5.0,0.30000000000000004,0.65,0.35
324,G_104,Consequentialist,unweighted,5.0,0.049999999999999996,0.10000000000000002,0.050000000000000024
325,H_088,Consequentialist,unweighted,5.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
326,G_592,Consequentialist,unweighted,5.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
327,H_087,Consequentialist,unweighted,5.0,0.65,0.8833333333333334,0.2333333333333334
328,G_114,Consequentialist,unweighted,5.0,0.4833333333333334,0.7333333333333334,0.25
329,G_240,Consequentialist,unweighted,5.0,0.5254385964912281,0.6833333333333332,0.1578947368421051
330,G_275,Consequentialist,unweighted,5.0,0.15000000000000002,0.2333333333333333,0.08333333333333329
331,H_093,Consequentialist,unweighted,5.0,0.36666666666666664,0.3833333333333333,0.016666666666666663
332,H_023,Consequentialist,unweighted,5.0,0.03333333333333333,0.45,0.4166666666666667
333,G_227,Consequentialist,unweighted,5.0,0.8166666666666668,0.85,0.033333333333333215
334,H_084,Consequentialist,unweighted,5.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
335,G_109,Consequentialist,unweighted,5.0,0.3,0.5333333333333333,0.23333333333333334
336,G_438,Consequentialist,unweighted,5.0,0.0,0.016666666666666666,0.016666666666666666
337,G_401,Consequentialist,unweighted,5.0,0.75,0.7333333333333334,-0.016666666666666607
338,G_482,Consequentialist,unweighted,5.0,0.2333333333333333,0.5666666666666667,0.33333333333333337
339,G_163,Consequentialist,unweighted,5.0,0.9500000000000001,0.7833333333333333,-0.16666666666666674
340,G_009,Consequentialist,unweighted,5.0,0.85,0.7666666666666666,-0.08333333333333337
341,G_312,Consequentialist,unweighted,5.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
342,G_044,Consequentialist,unweighted,5.0,0.4000000000000001,0.55,0.14999999999999997
343,H_027,Consequentialist,unweighted,5.0,0.65,0.8000000000000002,0.15000000000000013
344,G_195,Consequentialist,unweighted,5.0,0.21666666666666665,0.4333333333333333,0.21666666666666665
345,G_347,Consequentialist,unweighted,5.0,0.6666666666666666,0.5499999999999999,-0.1166666666666667
346,G_149,Consequentialist,unweighted,5.0,0.7333333333333334,0.7000000000000001,-0.033333333333333326
347,G_179,Consequentialist,unweighted,5.0,0.11666666666666665,0.08333333333333333,-0.033333333333333326
348,G_255,Consequentialist,unweighted,5.0,0.5499999999999999,0.48333333333333334,-0.0666666666666666
349,G_113,Consequentialist,unweighted,5.0,0.75,0.8666666666666666,0.11666666666666659
350,G_458,Consequentialist,unweighted,5.0,0.0,0.016666666666666666,0.016666666666666666
351,H_002,Consequentialist,unweighted,5.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
352,G_199,Consequentialist,weighted,-5.0,0.9333333333333332,0.6666666666666666,-0.2666666666666666
353,G_269,Consequentialist,weighted,-5.0,0.20000000000000004,0.05000000000000001,-0.15000000000000002
354,G_523,Consequentialist,weighted,-5.0,0.9,0.8833333333333333,-0.01666666666666672
355,G_123,Consequentialist,weighted,-5.0,0.30000000000000004,0.16666666666666666,-0.1333333333333334
356,G_104,Consequentialist,weighted,-5.0,0.049999999999999996,0.15,0.1
357,H_088,Consequentialist,weighted,-5.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
358,G_592,Consequentialist,weighted,-5.0,0.8166666666666668,0.5499999999999999,-0.26666666666666683
359,H_087,Consequentialist,weighted,-5.0,0.65,0.16666666666666666,-0.4833333333333334
360,G_114,Consequentialist,weighted,-5.0,0.4833333333333334,0.09999999999999999,-0.3833333333333334
361,G_240,Consequentialist,weighted,-5.0,0.5254385964912281,0.13333333333333333,-0.39210526315789485
362,G_275,Consequentialist,weighted,-5.0,0.15000000000000002,0.39999999999999997,0.24999999999999994
363,H_093,Consequentialist,weighted,-5.0,0.36666666666666664,0.15,-0.21666666666666665
364,H_023,Consequentialist,weighted,-5.0,0.03333333333333333,0.15,0.11666666666666667
365,G_227,Consequentialist,weighted,-5.0,0.8166666666666668,0.7000000000000001,-0.1166666666666667
366,H_084,Consequentialist,weighted,-5.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
367,G_109,Consequentialist,weighted,-5.0,0.3,0.13333333333333333,-0.16666666666666666
368,G_438,Consequentialist,weighted,-5.0,0.0,0.016666666666666666,0.016666666666666666
369,G_401,Consequentialist,weighted,-5.0,0.75,0.43333333333333335,-0.31666666666666665
370,G_482,Consequentialist,weighted,-5.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
371,G_163,Consequentialist,weighted,-5.0,0.9500000000000001,0.85,-0.10000000000000009
372,G_009,Consequentialist,weighted,-5.0,0.85,0.75,-0.09999999999999998
373,G_312,Consequentialist,weighted,-5.0,0.9500000000000001,0.9500000000000001,0.0
374,G_044,Consequentialist,weighted,-5.0,0.4000000000000001,0.19999999999999998,-0.2000000000000001
375,H_027,Consequentialist,weighted,-5.0,0.65,0.15,-0.5
376,G_195,Consequentialist,weighted,-5.0,0.21666666666666665,0.05000000000000001,-0.16666666666666663
377,G_347,Consequentialist,weighted,-5.0,0.6666666666666666,0.6166666666666667,-0.04999999999999993
378,G_149,Consequentialist,weighted,-5.0,0.7333333333333334,0.4833333333333334,-0.25
379,G_179,Consequentialist,weighted,-5.0,0.11666666666666665,0.11666666666666665,0.0
380,G_255,Consequentialist,weighted,-5.0,0.5499999999999999,0.6999999999999998,0.1499999999999999
381,G_113,Consequentialist,weighted,-5.0,0.75,0.39999999999999997,-0.35000000000000003
382,G_458,Consequentialist,weighted,-5.0,0.0,0.16666666666666666,0.16666666666666666
383,H_002,Consequentialist,weighted,-5.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
384,G_199,Consequentialist,weighted,-4.0,0.9333333333333332,0.7833333333333333,-0.1499999999999999
385,G_269,Consequentialist,weighted,-4.0,0.20000000000000004,0.10000000000000002,-0.10000000000000002
386,G_523,Consequentialist,weighted,-4.0,0.9,0.9,0.0
387,G_123,Consequentialist,weighted,-4.0,0.30000000000000004,0.11666666666666665,-0.1833333333333334
388,G_104,Consequentialist,weighted,-4.0,0.049999999999999996,0.16666666666666666,0.11666666666666667
389,H_088,Consequentialist,weighted,-4.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
390,G_592,Consequentialist,weighted,-4.0,0.8166666666666668,0.5833333333333334,-0.2333333333333334
391,H_087,Consequentialist,weighted,-4.0,0.65,0.3333333333333333,-0.3166666666666667
392,G_114,Consequentialist,weighted,-4.0,0.4833333333333334,0.049999999999999996,-0.4333333333333334
393,G_240,Consequentialist,weighted,-4.0,0.5254385964912281,0.21666666666666667,-0.3087719298245615
394,G_275,Consequentialist,weighted,-4.0,0.15000000000000002,0.3,0.14999999999999997
395,H_093,Consequentialist,weighted,-4.0,0.36666666666666664,0.31666666666666665,-0.04999999999999999
396,H_023,Consequentialist,weighted,-4.0,0.03333333333333333,0.16666666666666666,0.13333333333333333
397,G_227,Consequentialist,weighted,-4.0,0.8166666666666668,0.6833333333333335,-0.1333333333333333
398,H_084,Consequentialist,weighted,-4.0,0.9500000000000001,0.85,-0.10000000000000009
399,G_109,Consequentialist,weighted,-4.0,0.3,0.09999999999999999,-0.2
400,G_438,Consequentialist,weighted,-4.0,0.0,0.0,0.0
401,G_401,Consequentialist,weighted,-4.0,0.75,0.5333333333333333,-0.21666666666666667
402,G_482,Consequentialist,weighted,-4.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
403,G_163,Consequentialist,weighted,-4.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
404,G_009,Consequentialist,weighted,-4.0,0.85,0.6833333333333332,-0.16666666666666674
405,G_312,Consequentialist,weighted,-4.0,0.9500000000000001,0.9500000000000001,0.0
406,G_044,Consequentialist,weighted,-4.0,0.4000000000000001,0.21666666666666667,-0.1833333333333334
407,H_027,Consequentialist,weighted,-4.0,0.65,0.2333333333333333,-0.41666666666666674
408,G_195,Consequentialist,weighted,-4.0,0.21666666666666665,0.10000000000000002,-0.11666666666666663
409,G_347,Consequentialist,weighted,-4.0,0.6666666666666666,0.6,-0.06666666666666665
410,G_149,Consequentialist,weighted,-4.0,0.7333333333333334,0.4666666666666666,-0.2666666666666668
411,G_179,Consequentialist,weighted,-4.0,0.11666666666666665,0.15,0.03333333333333334
412,G_255,Consequentialist,weighted,-4.0,0.5499999999999999,0.6,0.050000000000000044
413,G_113,Consequentialist,weighted,-4.0,0.75,0.4666666666666666,-0.2833333333333334
414,G_458,Consequentialist,weighted,-4.0,0.0,0.06666666666666667,0.06666666666666667
415,H_002,Consequentialist,weighted,-4.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
416,G_199,Consequentialist,weighted,-3.0,0.9333333333333332,0.8166666666666668,-0.11666666666666647
417,G_269,Consequentialist,weighted,-3.0,0.20000000000000004,0.1368421052631579,-0.06315789473684214
418,G_523,Consequentialist,weighted,-3.0,0.9,0.9500000000000001,0.050000000000000044
419,G_123,Consequentialist,weighted,-3.0,0.30000000000000004,0.11666666666666665,-0.1833333333333334
420,G_104,Consequentialist,weighted,-3.0,0.049999999999999996,0.11666666666666665,0.06666666666666665
421,H_088,Consequentialist,weighted,-3.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
422,G_592,Consequentialist,weighted,-3.0,0.8166666666666668,0.65,-0.16666666666666674
423,H_087,Consequentialist,weighted,-3.0,0.65,0.2833333333333334,-0.36666666666666664
424,G_114,Consequentialist,weighted,-3.0,0.4833333333333334,0.09999999999999999,-0.3833333333333334
425,G_240,Consequentialist,weighted,-3.0,0.5254385964912281,0.23333333333333336,-0.29210526315789476
426,G_275,Consequentialist,weighted,-3.0,0.15000000000000002,0.26666666666666666,0.11666666666666664
427,H_093,Consequentialist,weighted,-3.0,0.36666666666666664,0.26666666666666666,-0.09999999999999998
428,H_023,Consequentialist,weighted,-3.0,0.03333333333333333,0.13333333333333333,0.1
429,G_227,Consequentialist,weighted,-3.0,0.8166666666666668,0.8000000000000002,-0.016666666666666607
430,H_084,Consequentialist,weighted,-3.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
431,G_109,Consequentialist,weighted,-3.0,0.3,0.16666666666666666,-0.13333333333333333
432,G_438,Consequentialist,weighted,-3.0,0.0,0.0,0.0
433,G_401,Consequentialist,weighted,-3.0,0.75,0.65,-0.09999999999999998
434,G_482,Consequentialist,weighted,-3.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
435,G_163,Consequentialist,weighted,-3.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
436,G_009,Consequentialist,weighted,-3.0,0.85,0.7833333333333333,-0.06666666666666665
437,G_312,Consequentialist,weighted,-3.0,0.9500000000000001,0.9500000000000001,0.0
438,G_044,Consequentialist,weighted,-3.0,0.4000000000000001,0.25,-0.15000000000000008
439,H_027,Consequentialist,weighted,-3.0,0.65,0.2333333333333333,-0.41666666666666674
440,G_195,Consequentialist,weighted,-3.0,0.21666666666666665,0.11666666666666665,-0.09999999999999999
441,G_347,Consequentialist,weighted,-3.0,0.6666666666666666,0.6,-0.06666666666666665
442,G_149,Consequentialist,weighted,-3.0,0.7333333333333334,0.4166666666666667,-0.3166666666666667
443,G_179,Consequentialist,weighted,-3.0,0.11666666666666665,0.16666666666666666,0.05
444,G_255,Consequentialist,weighted,-3.0,0.5499999999999999,0.6333333333333334,0.08333333333333348
445,G_113,Consequentialist,weighted,-3.0,0.75,0.5166666666666667,-0.23333333333333328
446,G_458,Consequentialist,weighted,-3.0,0.0,0.0,0.0
447,H_002,Consequentialist,weighted,-3.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
448,G_199,Consequentialist,weighted,-2.0,0.9333333333333332,0.85,-0.08333333333333326
449,G_269,Consequentialist,weighted,-2.0,0.20000000000000004,0.15,-0.050000000000000044
450,G_523,Consequentialist,weighted,-2.0,0.9,0.8666666666666667,-0.033333333333333326
451,G_123,Consequentialist,weighted,-2.0,0.30000000000000004,0.08333333333333333,-0.21666666666666673
452,G_104,Consequentialist,weighted,-2.0,0.049999999999999996,0.11666666666666665,0.06666666666666665
453,H_088,Consequentialist,weighted,-2.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
454,G_592,Consequentialist,weighted,-2.0,0.8166666666666668,0.7166666666666667,-0.10000000000000009
455,H_087,Consequentialist,weighted,-2.0,0.65,0.3833333333333333,-0.2666666666666667
456,G_114,Consequentialist,weighted,-2.0,0.4833333333333334,0.08596491228070174,-0.39736842105263165
457,G_240,Consequentialist,weighted,-2.0,0.5254385964912281,0.3412280701754386,-0.18421052631578955
458,G_275,Consequentialist,weighted,-2.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
459,H_093,Consequentialist,weighted,-2.0,0.36666666666666664,0.3666666666666667,5.551115123125783e-17
460,H_023,Consequentialist,weighted,-2.0,0.03333333333333333,0.09999999999999999,0.06666666666666665
461,G_227,Consequentialist,weighted,-2.0,0.8166666666666668,0.7833333333333333,-0.03333333333333344
462,H_084,Consequentialist,weighted,-2.0,0.9500000000000001,0.9,-0.050000000000000044
463,G_109,Consequentialist,weighted,-2.0,0.3,0.1043859649122807,-0.1956140350877193
464,G_438,Consequentialist,weighted,-2.0,0.0,0.0,0.0
465,G_401,Consequentialist,weighted,-2.0,0.75,0.8166666666666668,0.06666666666666676
466,G_482,Consequentialist,weighted,-2.0,0.2333333333333333,0.25,0.01666666666666669
467,G_163,Consequentialist,weighted,-2.0,0.9500000000000001,0.9,-0.050000000000000044
468,G_009,Consequentialist,weighted,-2.0,0.85,0.7833333333333333,-0.06666666666666665
469,G_312,Consequentialist,weighted,-2.0,0.9500000000000001,1.0,0.04999999999999993
470,G_044,Consequentialist,weighted,-2.0,0.4000000000000001,0.26666666666666666,-0.13333333333333341
471,H_027,Consequentialist,weighted,-2.0,0.65,0.45,-0.2
472,G_195,Consequentialist,weighted,-2.0,0.21666666666666665,0.08333333333333333,-0.1333333333333333
473,G_347,Consequentialist,weighted,-2.0,0.6666666666666666,0.6,-0.06666666666666665
474,G_149,Consequentialist,weighted,-2.0,0.7333333333333334,0.44999999999999996,-0.28333333333333344
475,G_179,Consequentialist,weighted,-2.0,0.11666666666666665,0.13333333333333333,0.016666666666666677
476,G_255,Consequentialist,weighted,-2.0,0.5499999999999999,0.5666666666666667,0.01666666666666672
477,G_113,Consequentialist,weighted,-2.0,0.75,0.6666666666666666,-0.08333333333333337
478,G_458,Consequentialist,weighted,-2.0,0.0,0.0,0.0
479,H_002,Consequentialist,weighted,-2.0,0.016666666666666666,0.11666666666666665,0.09999999999999999
480,G_199,Consequentialist,weighted,-1.0,0.9333333333333332,0.9,-0.033333333333333215
481,G_269,Consequentialist,weighted,-1.0,0.20000000000000004,0.2833333333333333,0.08333333333333329
482,G_523,Consequentialist,weighted,-1.0,0.9,1.0,0.09999999999999998
483,G_123,Consequentialist,weighted,-1.0,0.30000000000000004,0.13333333333333333,-0.1666666666666667
484,G_104,Consequentialist,weighted,-1.0,0.049999999999999996,0.08333333333333333,0.03333333333333333
485,H_088,Consequentialist,weighted,-1.0,0.2333333333333333,0.23333333333333336,5.551115123125783e-17
